RTlexdec,Familiarity,Word,AgeSubject,WordCategory,WrittenFrequency
6.33255112127994,4.57,moon,young,N,6.85856503479136
6.39581236461273,4.9,law,young,N,8.00101996132365
6.62781648316813,2.43,mime,young,N,3.91202300542815
6.47886288242326,4.57,guilt,young,N,6.4831073514572
6.38362487113707,2.87,moss,young,N,4.74493212836325
6.35662835844262,3.37,grace,young,N,5.92425579741453
6.38563275147385,3.43,wage,young,N,6.09582456243222
6.26089990620147,3.4,fox,young,N,5.18178355029209
6.5225485766403,3.3,perk,young,N,2.70805020110221
6.39797910435172,3.63,sphere,young,N,5.52545293913178
6.39040843822588,3.13,wasp,young,N,3.78418963391826
6.37019203635845,4.44,shelf,young,N,5.50938833662798
6.364234272378,5,grass,young,N,7.30249642372733
6.37468404626883,4.63,nose,young,N,7.17625453201714
6.436903289981,4.23,lens,young,N,4.75359019110636
6.29169876078676,6.48,food,young,N,8.42354163533478
6.3519148553817,3.37,witch,young,N,5.63478960316925
6.23695650208595,5.13,voice,young,N,8.33327035325531
6.34847443494674,3.2,tent,young,N,6.48920493132532
6.55143741414022,2.57,squire,young,N,4.15888308335967
6.6257371361548,2.43,lurch,young,N,3.68887945411394
6.38333770169668,4.3,leash,young,N,2.70805020110221
6.31945448193674,4.77,fuel,young,N,6.7202201551353
6.44140895363975,4.1,cramp,young,N,3.89182029811063
6.20532514482327,4.33,spell,young,N,5.95583736946483
6.39410901427937,3.83,shell,young,N,6.25190388316589
6.30780696005297,5.57,noise,young,N,7.04141166379481
6.57776399554061,1.67,jowl,young,N,2.39789527279837
6.38940138879535,2.87,fowl,young,N,3.61091791264422
6.52915603000853,1.97,dirge,young,N,1.94591014905531
6.45659695620209,2.33,roost,young,N,3.63758615972639
6.6078521662334,2.4,nook,young,N,2.70805020110221
6.25269355202752,4.33,fool,young,N,6.46925031679577
6.39380812162891,3.21,swamp,young,N,4.44265125649032
6.60518966069044,1.67,paunch,young,N,3.40119738166216
6.3599371244863,5.87,noon,young,N,5.67332326717149
6.51991395562752,3.83,quart,young,N,4.04305126783455
6.404451296615,5.6,foot,young,N,7.49443021503157
6.41437656881987,3.37,fluke,young,N,3.85014760171006
6.50443786293143,1.8,tripe,young,N,2.89037175789616
6.3742920130603,3.1,cape,young,N,5.63121178182137
6.36972973528949,4.4,prize,young,N,6.01615715969835
6.44021261906576,3.13,calf,young,N,5.23110861685459
6.66768172044508,4.67,sub,young,N,2.63905732961526
6.60319828930551,3.24,cinch,young,N,2.30258509299405
6.32453815779439,4.45,sea,young,N,7.96311205897929
6.66398801337206,1.67,quince,young,N,1.6094379124341
6.51052616179869,5.53,drove,young,N,7.03790596344718
6.43882307555471,4.67,suit,young,N,7.00940893270864
6.49457045035875,3.55,gown,young,N,5.11198778835654
6.46168690243142,3.87,verb,young,N,3.76120011569356
6.7198220059206,2.45,goon,young,N,1.79175946922805
6.35330860811172,4.63,blood,young,N,7.83873755959928
6.58590955154308,2.63,smelt,young,N,4.85981240436167
6.63355524734298,2.2,bloke,young,N,4.75359019110636
6.34212141872115,4.97,stair,young,N,3.93182563272433
6.56783911885836,2.2,slough,young,N,2.30258509299405
6.37715202760747,3.8,sum,young,N,6.34388043412633
6.37806958357479,3.27,mob,young,N,5.25227342804663
6.3230319173719,5.73,sun,young,N,7.89729647259588
6.6265058062609,2.1,soot,young,N,3.55534806148941
6.37229537425779,2.53,sup,young,N,2.63905732961526
6.35943545078857,3.97,myth,young,N,5.87773578177964
6.34971574810058,3.83,flour,young,N,6.13772705408623
6.34635540050321,3.58,bloom,young,N,4.63472898822964
6.351112567073,5.03,print,young,N,6.14418563412565
6.23891039094516,4.4,block,young,N,6.52356230614951
6.46380918405569,3.23,hound,young,N,3.73766961828337
6.50145482206729,4.67,sir,young,N,6.92559519711047
6.53837134544492,2.93,sap,young,N,3.87120101090789
6.4997268884708,3.3,scout,young,N,4.17438726989564
6.37125280842616,5.2,set,young,N,8.80807015476454
6.39292163381861,6.2,mom,young,N,4.59511985013459
6.27331087467593,5.33,date,young,N,6.9782137426307
6.45778954347291,3,realm,young,N,5.18178355029209
6.57588443967615,2.73,gab,young,N,1.09861228866811
6.6546807311707,2,dale,young,N,3.58351893845611
6.44625935634901,3.63,mop,young,N,4.31748811353631
6.33585180570756,5.9,sex,young,N,7.70391020961631
6.30523459963537,5.53,saw,young,N,8.84577725518844
6.4072924422517,4.03,pump,young,N,5.605802066296
6.44078703827992,3.63,lump,young,N,5.4510384535657
6.57418283389854,2.9,sax,young,N,1.79175946922805
6.38090189413895,6.13,night,young,N,8.94533261656327
6.6191260914918,3.33,gig,young,N,2.39789527279837
6.36811857336203,3.23,latch,young,N,3.85014760171006
6.5564231794539,3.27,gag,young,N,3.55534806148941
6.44330420572605,5.59,gum,young,N,4.53259949315326
6.35069372620895,4.97,town,young,N,8.11042723757502
6.27476202124194,4.28,tool,young,N,5.67675380226828
6.36220017469505,4.23,pool,young,N,6.43133108193348
6.30549030739932,3.88,limb,young,N,4.9272536851572
6.36188952457088,5.33,hall,young,N,7.67832635650689
6.35978145958064,4.87,gun,young,N,7.03790596344718
6.5423134465032,2.7,loom,young,N,3.97029191355212
6.56596894753716,1.84,gyp,young,N,1.09861228866811
6.55373395393753,2.17,loon,young,N,2.484906649788
6.38085108500346,5.63,lock,young,N,5.89715386763674
6.48603883028792,3.9,gel,young,N,1.94591014905531
6.34018292133026,6.63,time,young,N,10.3764243757593
6.78615245722289,2.23,shuck,young,N,1.79175946922805
6.340288754502,3.33,lime,young,N,4.99721227376411
6.46012352271208,3.6,gin,young,N,5.59471137960184
6.42655318028222,2.73,gem,young,N,2.89037175789616
6.62649255833254,3.23,gal,young,N,2.89037175789616
6.35065881488372,4.27,loop,young,N,4.68213122712422
6.32417973485148,3.93,ash,young,N,6.47850964220857
6.38421584279607,5.53,age,young,N,8.39795910349254
6.43552517297551,3.8,ace,young,N,4.21950770517611
6.29225409011131,5.03,loss,young,N,7.24565506759454
6.49978704065585,4.2,gut,young,N,4.68213122712422
6.62393241685608,2.67,crepe,young,N,3.29583686600433
6.42726485501222,4.37,post,young,N,7.13886699994552
6.37343923636788,4.67,gap,young,N,6.41673228251233
6.39642953017446,2.7,loot,young,N,4.30406509320417
6.46153067440067,3.33,halt,young,N,5.59098698051086
6.58887145538709,3.03,whoop,young,N,2.19722457733622
6.36425149282556,5.13,gas,young,N,7.14677217945264
6.36573134304573,6.4,guy,young,N,6.14418563412565
6.32713288926404,4.67,tongue,young,N,6.40191719672719
6.3871991335365,3.53,groove,young,N,4.43081679884331
6.30700494768816,3.2,spike,young,N,3.66356164612965
6.59486479427154,1.53,shoal,young,N,4.30406509320417
6.4364868502146,3.3,plaid,young,N,3.91202300542815
6.41232716939615,4.6,pimp,young,N,3.46573590279973
6.32340869022718,4.7,bridge,young,N,6.94215670569947
6.32057043295071,5.93,ass,young,N,5.15329159449778
6.36339010697483,4.73,youth,young,N,7.05617528410041
6.29169876078676,4.03,spice,young,N,3.91202300542815
6.61248448488168,1.9,queue,young,N,5.31320597904179
6.50475213774489,5.37,gay,young,N,5.48479693349065
6.48370350399818,3.1,pier,young,N,4.59511985013459
6.56957959231337,2.3,caste,young,N,4.48863636973214
6.28683573241907,5.03,cloud,young,N,6.3297209055227
6.44198268626422,2.83,yoke,young,N,3.2188758248682
6.38151140248777,5.1,teens,young,N,4.48863636973214
6.61657375726064,2.87,chuck,young,N,3.76120011569356
6.45862037521458,4.97,plain,young,N,6.85224256905188
6.4004899764109,3.81,gloom,young,N,5.28320372873799
6.70224288137387,2.57,beck,young,N,2.56494935746154
6.3445480495343904,3.62,queen,young,N,6.79122146272619
6.51195333178493,2.93,whoosh,young,N,3.2188758248682
6.39612933504538,3.63,gloss,young,N,3.95124371858143
6.42971947803914,3.9,ghost,young,N,5.8636311755981
6.49014673692728,2.87,cloak,young,N,4.82028156560504
6.40143615235401,1.37,quay,young,N,4.07753744390572
6.57109302430864,3.13,brook,young,N,4.36944785246702
6.45226975024931,3.67,choir,young,N,4.77068462446567
6.45058100054833,4.03,broom,young,N,4.76217393479776
6.64272145440774,1.5,tryst,young,N,2.484906649788
6.45280576577506,3.37,corpse,young,N,5.23110861685459
6.55304982289976,2.7,sheath,young,N,3.95124371858143
6.38271240064456,4.07,fate,young,N,6.37331978957701
6.40811684460671,4.03,rose,young,N,7.21303165983487
6.55377669659115,2.28,nape,young,N,3.55534806148941
6.25319399473728,1.25,jape,young,N,0.693147180559945
6.62679721629011,2.53,bale,young,N,3.29583686600433
6.28997527744208,3.7,roof,young,N,6.72383244082121
6.38220511259553,4.77,bath,young,N,6.70563909486
6.68607315925638,1.43,sluice,young,N,2.484906649788
6.50699409007846,2.43,rump,young,N,4.02535169073515
6.48463523563525,2.8,jade,young,N,3.46573590279973
6.58310488816369,2.03,rook,young,N,2.19722457733622
6.36201034442,5.3,ball,young,N,7.41758040241454
6.37631870131202,6.13,room,young,N,9.01796847932873
6.4007722629336,5.2,rock,young,N,7.26332961747684
6.29672250479911,4.63,toe,young,N,5.15329159449778
6.68121847709943,1.5,rime,young,N,1.09861228866811
6.39052586129294,4.43,zip,young,N,3.78418963391826
6.49098146785093,3.47,spur,young,N,4.53259949315326
6.37796767447762,3.77,span,young,N,4.80402104473326
6.43919061393066,3.77,root,young,N,5.98896141688986
6.34985551783018,5.7,trash,young,N,4.20469261939097
6.4010544697931,4.13,ton,young,N,4.89034912822175
6.47199074443803,4.23,spit,young,N,4.65396035015752
6.41005974375907,3.8,grease,young,N,4.99043258677874
6.26543428373128,5.6,top,young,N,8.35255436947459
6.48999489277982,2.07,spat,young,N,4.83628190695148
6.3224395587802,4.5,pause,young,N,6.15909538849193
6.51728715187988,2.6,snout,young,N,3.85014760171006
6.3843171171653,4.43,track,young,N,6.62539236800796
6.48593210426115,4.3,gate,young,N,6.77878489768518
6.33859407820318,4.3,wood,young,N,7.06219163228656
6.43294009273918,1.73,hob,young,N,2.07944154167984
6.3365779128314,5.4,sale,young,N,6.41345895716736
6.43121835416287,2.87,nun,young,N,4.57471097850338
6.67430883467203,1.3,kale,young,N,3.71357206670431
6.5448035342232,2.5,gale,young,N,4.77068462446567
6.28407818935516,5.87,world,young,N,9.49897199346355
6.38478959532198,3.03,oath,young,N,4.55387689160054
6.70023898355363,2.8,nil,young,N,3.91202300542815
6.41789174079966,3.37,hoe,young,N,3.87120101090789
6.35801556171692,5.33,desk,young,N,7.29573507274928
6.4049970262939,2.97,wretch,young,N,2.39789527279837
6.40357419793482,5,view,young,N,8.26975694753298
6.41702635691527,4.9,toy,young,N,5.5683445037611
6.74170069465205,1.57,flange,young,N,2.56494935746154
6.44306550616014,2.93,hog,young,N,3.80666248977032
6.59101507893034,2.63,nip,young,N,3.58351893845611
6.38988825598257,3.23,groom,young,N,4.4188406077966
6.44708396787687,3.4,eve,young,N,5.22035582507832
6.41751628882453,4.53,nut,young,N,4.82028156560504
6.51312624795197,4.2,heck,young,N,3.04452243772342
6.43099286049185,3.63,deck,young,N,5.84354441703136
6.43930244662906,3.7,crust,young,N,4.8283137373023
6.4750936761855,4.17,buff,young,N,3.46573590279973
6.36225194033475,5.69,end,young,N,9.03121370607875
6.48419238950177,3.9,wool,young,N,5.95324333428778
6.47557138197405,2.77,tract,young,N,4.07753744390572
6.5286886447285,2.37,grime,young,N,2.89037175789616
6.54506226271784,2.87,gall,young,N,3.29583686600433
6.58490188351892,1.9,ebb,young,N,4.15888308335967
6.60252004728277,1.93,drake,young,N,3.52636052461616
6.571345040439,3.27,bunk,young,N,4.58496747867057
6.3730979219628,4.2,bud,young,N,4.14313472639153
6.37179986374368,3.1,scarf,young,N,4.96284463025991
6.68387395558102,2.93,brad,young,N,4.17438726989564
6.53250894945797,3.23,bib,young,N,3.49650756146648
6.5280748698477,2.53,flank,young,N,4.69134788222914
6.71143621254433,1.73,brig,young,N,1.38629436111989
6.37981740560618,3.43,blade,young,N,5.32787616878958
6.32688265690411,4.73,bug,young,N,4.11087386417331
6.61296802440031,2.33,beech,young,N,5.2257466737132
6.31441723364168,6.27,bed,young,N,8.3841188371909
6.5082473913481,3.43,blob,young,N,3.43398720448515
6.34330030103105,3.63,bee,young,N,4.77912349311153
6.46873855796258,3.63,shrimp,young,N,3.29583686600433
6.35175793656943,5.33,salt,young,N,6.61069604471776
6.56274065988311,2.73,burr,young,N,2.70805020110221
6.4579149962793,3.03,yeast,young,N,5.26269018890489
6.3217210776184,5.7,bag,young,N,7.02375895473844
6.55636633947264,3.47,brim,young,N,4.07753744390572
6.43353477118836,4.33,bum,young,N,4.18965474202643
6.43981352261482,3.83,bun,young,N,4.21950770517611
6.73593439662404,3.43,bran,young,N,3.8286413964891
6.37784876740335,5.17,bird,young,N,6.62406522779989
6.54758853150126,3.37,bind,young,N,4.46590811865458
6.53938362301108,3.77,bin,young,N,4.52178857704904
6.43803960827236,3.31,goose,young,N,4.68213122712422
6.30519806461655,5.06,bus,young,N,7.05272104923232
6.42118314701685,1.47,pate,young,N,3.8286413964891
6.34644305290889,5.13,tape,young,N,6.23244801655052
6.45945051724786,3.2,mesh,young,N,4.38202663467388
6.4150969591716,3.87,brat,young,N,3.52636052461616
6.44565632530638,4.13,curb,young,N,4.04305126783455
6.37084232045283,3.7,tale,young,N,5.74939298590825
6.30201439741986,4.3,pale,young,N,6.93828448401696
6.3251292749334,4.23,path,young,N,6.81454289725996
6.5455364245021,2.77,mulch,young,N,2.484906649788
6.78821695370589,1.27,lath,young,N,1.94591014905531
6.38188369701087,4.67,bit,young,N,8.36822903827628
6.25722687775738,4.47,bar,young,N,7.0833878476253
6.57587050385062,2.43,curd,young,N,3.87120101090789
6.38777117743123,3.7,bolt,young,N,5.12396397940326
6.31698416503906,4.17,cure,young,N,5.9427993751267
6.49170939132979,2.5,quill,young,N,3.29583686600433
6.28467505953497,3.5,bat,young,N,5.21493575760899
6.47073758236087,2.97,thrift,young,N,3.25809653802148
6.37260280905841,3.73,theft,young,N,4.91998092582813
6.49136066078125,3.87,blot,young,N,3.78418963391826
6.48286267320787,3.93,cube,young,N,4.44265125649032
6.52865942589404,3,cuff,young,N,4.24849524204936
6.4450211626834,1.93,pall,young,N,3.78418963391826
6.38772071613084,3.77,slave,young,N,5.6970934865054
6.59968000487947,2.17,shard,young,N,0
6.44182334910646,4.07,palm,young,N,5.86929691313377
6.36717466706474,3.27,crab,young,N,4.40671924726425
6.37575708998335,4.77,share,young,N,7.38585107812521
6.48757746790723,5,mess,young,N,6.2363695902037
6.45099161331468,3.97,slang,young,N,4.02535169073515
6.44029241924615,3.4,cope,young,N,6.47389069635227
6.59122095462333,1.8,crag,young,N,3.73766961828337
6.47697236288968,4,ditch,young,N,4.75359019110636
6.31267810276856,4.47,speech,young,N,7.21303165983487
6.34833447203669,3.37,spark,young,N,4.60517018598809
6.4610774750399,3.5,shark,young,N,5.50938833662798
6.46982379573614,3.31,hinge,young,N,3.63758615972639
6.46103058062267,4.33,code,young,N,6.10479323241498
6.58452892700546,2.9,shank,young,N,3.2188758248682
6.60786566342261,1.83,clod,young,N,2.63905732961526
6.56608153796146,3.1,clog,young,N,2.56494935746154
6.46696864599612,3.5,verse,young,N,5.18738580584075
6.42417186035988,5.43,crap,young,N,4.81218435537242
6.53796614732644,3.67,verge,young,N,4.96284463025991
6.46925031679577,2.87,stout,young,N,5.13579843705026
6.39509463927042,3.97,mate,young,N,5.63835466933375
